,P. Mass (EU),P. Radius (EU),P. Density (EU),P. Gravity (EU),P. Esc Vel (EU),P. Teq Mean (K),P. Surf Press (EU),P. Mag,P. Appar Size (deg),P. Period (days),P. Sem Major Axis (AU),P. Eccentricity,P. Mean Distance (AU),P. Omega (deg),S. Mass (SU),S. Radius (SU),S. Teff (K),S. Luminosity (SU),S. RA (hrs),S. DEC (deg),S. Mag from Planet,S. Size from Planet (deg),S. No. Planets,S. No. Planets HZ,S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. ESI,S. HabCat,P. Habitable,P. Confirmed
1783,13.26,2.13,1.38,2.93,2.5,573.6,18.2,-22.36,4.04,6.88,0.06,0.0,0.06,0.0,0.56,0.56,4258.0,0.092489,19.9887,47.1575,-30.3,4.9754,3.0,0.0,0.245,0.612,-2.01,-0.13,0.29,0.33,0.3,0.0,0.0,1.0
1784,17.55,2.27,1.49,3.39,2.78,358.0,26.2,-20.45,4.32,28.46,0.154,0.0,0.15,0.0,0.56,0.56,4258.0,0.092489,19.9887,47.1575,-28.2,1.938,3.0,0.0,0.245,0.612,-1.5,-0.12,1.11,0.35,0.5,0.0,0.0,1.0
1785,3.1,2.54,0.19,0.48,1.11,712.2,0.6,-23.7,4.83,25.93,0.18,0.0,0.18,0.0,1.16,1.27,6081.0,1.978779,19.4651,38.0551,-31.2,3.7607,2.0,0.0,1.036,2.424,-2.23,2.41,-0.93,0.23,0.25,0.0,0.0,1.0
1786,7.65,3.38,0.2,0.67,1.5,483.2,1.5,-22.63,6.43,83.45,0.391,0.0,0.39,0.0,1.15,1.27,6081.0,1.978779,19.4651,38.0551,-29.5,1.731,2.0,0.0,1.036,2.424,-1.93,2.68,-0.41,0.23,0.28,0.0,0.0,1.0
1787,25.16,2.46,1.68,4.14,3.2,1022.8,42.3,-25.21,4.68,5.33,0.061,0.0,0.06,0.0,0.98,0.96,5847.0,0.966417,19.3477,41.776,-32.8,8.3944,2.0,0.0,0.735,1.728,-2.36,-0.11,0.2,0.3,0.24,0.0,0.0,1.0
1788,5.4,1.69,1.12,1.89,1.79,887.6,6.0,-23.77,3.21,8.13,0.081,0.0,0.08,0.0,0.98,0.96,5847.0,0.966417,19.3477,41.776,-32.2,6.3192,2.0,0.0,0.735,1.728,-2.32,-0.15,-0.57,0.29,0.28,0.0,0.0,1.0
1789,10.4,2.0,1.29,2.59,2.28,988.2,13.4,-24.61,3.81,11.48,0.107,0.0,0.11,0.0,1.24,1.46,6067.0,2.591145,18.8133,44.4223,-32.6,7.2765,2.0,0.0,1.187,2.777,-2.36,-0.13,-0.33,0.3,0.26,0.0,0.0,1.0
1790,6.4,1.77,1.16,2.05,1.9,761.9,7.4,-23.2,3.36,25.26,0.18,0.0,0.18,0.0,1.22,1.46,6067.0,2.591145,18.8133,44.4223,-31.5,4.3236,2.0,0.0,1.187,2.777,-2.27,-0.14,-0.4,0.3,0.28,0.0,0.0,1.0
1791,0.58,0.88,0.84,0.74,0.81,965.5,0.5,-22.72,1.68,5.22,0.056,0.0,0.06,0.0,0.86,0.88,5524.0,0.646949,18.8669,44.2842,-32.5,8.3819,3.0,0.0,0.613,1.454,-2.32,-0.18,-1.23,0.28,0.3,0.0,0.0,1.0
1792,0.86,1.0,0.87,0.86,0.93,857.5,0.7,-22.46,1.89,7.41,0.071,0.0,0.07,0.0,0.87,0.88,5524.0,0.646949,18.8669,44.2842,-32.0,6.6088,3.0,0.0,0.613,1.454,-2.29,-0.17,-1.12,0.28,0.3,0.0,0.0,1.0
1793,0.23,0.66,0.79,0.52,0.59,765.3643735286424,0.2,-23.631825334382377,1.26,5.25,10.77480166927491,0.0,10.74170057381325,0.0,0.9731187859759288,0.88,5524.0,0.646949,18.8669,44.2842,-30.396547214229663,6.976087276129377,3.0,0.0,0.613,1.454,120.02285377975412,-0.19,4.429553382663848,0.21608879492600425,0.2633656110965716,0.0,0.0,1.0
1794,2.97,1.43,1.01,1.44,1.44,1155.4,3.0,-24.56,2.72,2.97,0.038,0.0,0.04,0.0,0.79,0.93,5297.0,0.610908,19.9418,47.5938,-33.3,13.0707,3.0,0.0,0.603,1.442,-2.35,-0.16,-0.91,0.28,0.29,0.0,0.0,1.0
1795,6.72,1.79,1.17,2.09,1.94,912.0,7.8,-24.01,3.41,6.06,0.061,0.0,0.06,0.0,0.79,0.93,5297.0,0.610908,19.9418,47.5938,-32.3,8.1316,3.0,0.0,0.603,1.442,-2.29,-0.14,-0.49,0.3,0.27,0.0,0.0,1.0
1796,16.81,2.25,1.47,3.32,2.73,746.7,24.8,-23.64,4.28,10.94,0.091,0.0,0.09,0.0,0.79,0.93,5297.0,0.610908,19.9418,47.5938,-31.4,5.4483,3.0,0.0,0.603,1.442,-2.22,-0.12,0.2,0.31,0.26,0.0,0.0,1.0
1797,3.49,1.5,1.03,1.55,1.53,1160.7,3.6,-24.68,2.85,2.94,0.037,0.0,0.04,0.0,0.78,0.81,5626.0,0.589738,19.4201,47.6978,-33.3,11.6868,2.0,0.0,0.582,1.376,-2.37,-0.15,-0.86,0.28,0.28,0.0,0.0,1.0
1798,9.95,1.98,1.28,2.53,2.24,826.3,12.7,-23.8,3.77,8.01,0.073,0.0,0.07,0.0,0.81,0.81,5626.0,0.589738,19.4201,47.6978,-31.9,5.9158,2.0,0.0,0.582,1.376,-2.28,-0.13,-0.22,0.3,0.27,0.0,0.0,1.0
1799,3.78,1.53,1.05,1.61,1.57,839.8,4.0,-23.31,2.92,11.63,0.101,0.0,0.1,0.0,1.02,1.01,6023.0,1.204437,19.5282,38.4773,-31.9,5.3311,2.0,0.0,0.811,1.9,-2.3,-0.15,-0.68,0.29,0.29,0.0,0.0,1.0
1800,7.38,1.84,1.19,2.19,2.0,590.9,8.8,-22.17,3.49,33.2,0.204,0.0,0.2,0.0,1.03,1.01,6023.0,1.204437,19.5282,38.4773,-30.4,2.6387,2.0,0.0,0.811,1.9,-2.12,-0.14,-0.14,0.32,0.31,0.0,0.0,1.0
1801,19.94,2.34,1.55,3.64,2.92,1020.1,31.0,-25.08,4.45,10.3,0.098,0.0,0.1,0.0,1.24,1.38,6165.0,2.4682,19.4986,38.5149,-32.8,7.5097,3.0,0.0,1.152,2.689,-2.37,-0.12,0.04,0.3,0.24,0.0,0.0,1.0
1802,7.65,3.38,0.2,0.67,1.5,878.9,1.5,-25.24,6.43,16.09,0.132,0.0,0.13,0.0,1.24,1.38,6165.0,2.4682,19.4986,38.5149,-32.1,5.5736,3.0,0.0,1.152,2.689,-2.33,2.68,-0.75,0.22,0.2,0.0,0.0,1.0
1803,7.27,3.33,0.2,0.66,1.48,674.7,1.4,-24.05,6.32,35.68,0.224,0.0,0.22,0.0,1.24,1.38,6165.0,2.4682,19.4986,38.5149,-31.0,3.2836,3.0,0.0,1.152,2.689,-2.21,2.66,-0.63,0.22,0.22,0.0,0.0,1.0
1804,4.57,2.87,0.19,0.56,1.26,724.1,0.9,-24.03,5.45,14.13,0.119,0.0,0.12,0.0,0.96,0.95,5812.0,0.923931,19.5711,39.0364,-31.3,4.2553,3.0,0.0,0.72,1.695,-2.23,2.5,-0.82,0.22,0.23,0.0,0.0,1.0
1805,14.31,2.9,0.59,1.7,2.22,567.0,8.4,-22.99,5.51,31.88,0.1941,0.0,0.19,0.0,0.96,0.95,5812.0,0.923931,19.5711,39.0364,-30.2,2.6088,3.0,0.0,0.72,1.695,-2.08,1.03,0.07,0.3,0.26,0.0,0.0,1.0
1806,13.99,2.8,0.64,1.78,2.24,492.5,8.9,-22.3,5.32,48.65,0.2572,0.0,0.26,0.0,0.96,0.95,5812.0,0.923931,19.5711,39.0364,-29.6,1.9683,3.0,0.0,0.72,1.695,-1.95,0.9,0.22,0.32,0.3,0.0,0.0,1.0
1807,89.02,2.92,3.56,10.42,5.52,958.6,317.3,-25.3,5.56,17.32,0.1388,0.0,0.14,0.0,1.19,1.65,6306.0,3.862545,19.1056,39.0772,-32.5,6.3373,2.0,0.0,1.428,3.326,-2.36,-0.26,1.72,0.25,0.22,0.0,0.0,1.0
1808,66.77,3.36,1.76,5.91,4.46,773.2,117.5,-24.66,6.39,33.01,0.2133,0.0,0.21,0.0,1.19,1.65,6306.0,3.862545,19.1056,39.0772,-31.6,4.1224,2.0,0.0,1.428,3.326,-2.28,0.37,1.37,0.27,0.21,0.0,0.0,1.0
1809,19.12,4.58,0.2,0.91,2.04,829.3,3.8,-25.65,8.71,30.16,0.207,0.04,0.21,0.0,1.3,2.94,4991.0,4.812101,19.3405,38.7022,-31.9,7.5805,2.0,0.0,1.719,4.157,-2.24,3.22,-0.36,0.2,0.17,0.0,0.0,1.0
1810,7.12,3.3,0.2,0.65,1.47,683.8,1.4,-24.49,6.28,51.09,0.294,0.51,0.25,0.0,1.3,2.94,4991.0,4.812101,19.3405,38.7022,-31.4,6.1985,2.0,0.0,1.719,4.157,-2.16,2.65,-0.69,0.22,0.22,0.0,0.0,1.0
1811,9.4,3.62,0.2,0.72,1.61,974.3,1.9,-25.83,6.88,12.31,0.112,0.0,0.11,0.0,1.23,1.27,6562.0,2.683133,19.1594,42.195,-32.6,6.0457,3.0,0.0,1.173,2.72,-2.37,2.78,-0.73,0.21,0.19,0.0,0.0,1.0
1812,54.37,4.31,0.68,2.92,3.55,677.0,36.9,-24.63,8.2,35.74,0.232,0.0,0.23,0.0,1.23,1.27,6562.0,2.683133,19.1594,42.195,-31.0,2.9176,3.0,0.0,1.173,2.72,-2.22,1.63,0.91,0.26,0.19,0.0,0.0,1.0
1813,41.33,3.1,1.38,4.29,3.65,588.2,57.2,-23.3,5.9,54.41,0.3073,0.0,0.31,0.0,1.23,1.27,6562.0,2.683133,19.1594,42.195,-30.4,2.2027,3.0,0.0,1.173,2.72,-2.12,0.37,1.18,0.29,0.25,0.0,0.0,1.0
1814,3.05,1.44,1.01,1.46,1.45,1335.7,3.1,-25.21,2.75,2.14,0.032,0.0,0.03,0.0,0.91,0.89,5744.0,0.77362,19.426,42.1806,-34.0,14.8634,2.0,0.0,0.661,1.56,-2.4,-0.16,-0.96,0.28,0.28,0.0,0.0,1.0
1815,10.4,2.0,1.29,2.59,2.28,1009.7,13.4,-24.7,3.81,4.81,0.056,0.0,0.06,0.0,0.91,0.89,5744.0,0.77362,19.426,42.1806,-32.7,8.4773,2.0,0.0,0.661,1.56,-2.35,-0.13,-0.34,0.3,0.26,0.0,0.0,1.0
1816,4.34,2.82,0.19,0.55,1.24,699.9,0.8,-23.85,5.37,14.65,0.117,0.0,0.12,0.0,0.98,0.9,5723.0,0.779596,19.6072,44.7707,-31.1,4.1002,2.0,0.0,0.665,1.569,-2.21,2.48,-0.82,0.23,0.24,0.0,0.0,1.0
1817,29.72,5.31,0.2,1.05,2.37,516.3,5.9,-23.9,10.1,36.34,0.215,0.0,0.21,0.0,0.98,0.9,5723.0,0.779596,19.6072,44.7707,-29.8,2.231,2.0,0.0,0.665,1.569,-2.0,3.58,0.28,0.2,0.21,0.0,0.0,1.0
1818,0.89,1.01,0.87,0.88,0.94,909.3,0.8,-22.74,1.92,9.22,0.082,0.0,0.08,0.0,1.09,1.01,5876.0,1.091088,17.9786,44.7975,-32.3,6.5676,4.0,0.0,0.779,1.831,-2.33,-0.17,-1.13,0.28,0.3,0.0,0.0,1.0
1819,1.59,1.2,0.93,1.11,1.15,799.8,1.5,-22.56,2.28,13.64,0.106,0.0,0.11,0.0,1.09,1.01,5876.0,1.091088,17.9786,44.7975,-31.7,5.0794,4.0,0.0,0.779,1.831,-2.28,-0.17,-0.94,0.29,0.3,0.0,0.0,1.0
1820,64.86,2.46,4.34,10.68,5.13,629.2,281.2,-23.09,4.68,24.81,0.1713,0.0,0.17,0.0,1.09,1.01,5876.0,1.091088,17.9786,44.7975,-30.7,3.143,4.0,0.0,0.779,1.831,-2.16,-0.64,2.22,0.24,0.27,0.0,0.0,1.0
1821,61.04,3.1,2.04,6.34,4.44,518.4,124.8,-22.74,5.9,44.35,0.2523,0.0,0.25,0.0,1.09,1.01,5876.0,1.091088,17.9786,44.7975,-29.8,2.1336,4.0,0.0,0.779,1.831,-2.0,0.12,2.04,0.26,0.27,0.0,0.0,1.0
1822,13.26,2.13,1.38,2.93,2.5,505.8,18.2,-21.81,4.04,11.01,0.082,0.0,0.08,0.0,0.61,0.57,4351.0,0.104471,19.5742,47.839,-29.7,3.7051,2.0,1.0,0.26,0.646,-1.92,-0.13,0.42,0.34,0.33,0.0,0.0,1.0
1823,7.04,1.81,1.18,2.14,1.97,248.0,8.3,-18.36,3.45,92.74,0.341,0.0,0.34,0.0,0.62,0.57,4351.0,0.104471,19.5742,47.839,-26.6,0.8908,2.0,1.0,0.26,0.646,-0.58,-0.14,0.69,0.52,0.79,0.0,1.0,1.0
1824,16.46,2.24,1.46,3.28,2.71,690.9,24.1,-23.29,4.26,12.7,0.104,0.0,0.1,0.0,0.93,0.81,5615.0,0.585139,19.5431,47.7296,-31.1,4.1515,2.0,0.0,0.58,1.372,-2.2,-0.12,0.26,0.31,0.27,0.0,0.0,1.0
1825,3.38,2.61,0.19,0.5,1.14,482.8,0.6,-22.06,4.96,37.51,0.213,0.0,0.21,0.0,0.92,0.81,5615.0,0.585139,19.5431,47.7296,-29.5,2.0267,2.0,0.0,0.58,1.372,-1.93,2.42,-0.73,0.24,0.32,0.0,0.0,1.0
1826,2.37,1.34,0.97,1.31,1.33,1131.7,2.3,-24.33,2.55,2.63,0.036,0.0,0.04,0.0,0.85,0.81,5411.0,0.504626,19.4261,48.0656,-33.2,12.0126,2.0,0.0,0.545,1.297,-2.35,-0.16,-0.97,0.28,0.29,0.0,0.0,1.0
1827,1.27,1.12,0.9,1.01,1.06,848.8,1.1,-22.67,2.13,6.19,0.064,0.0,0.06,0.0,0.85,0.81,5411.0,0.504626,19.4261,48.0656,-32.0,6.7486,2.0,0.0,0.545,1.297,-2.28,-0.17,-1.02,0.29,0.3,0.0,0.0,1.0
1828,1.81,1.24,0.94,1.17,1.21,1388.6,1.7,-25.05,2.36,1.8,0.027,0.0,0.03,0.0,0.81,0.86,5580.0,0.643315,19.3784,48.2943,-34.1,17.0371,4.0,0.0,0.609,1.443,-2.4,-0.16,-1.1,0.27,0.29,0.0,0.0,1.0
1829,2.51,1.37,0.98,1.34,1.35,1113.3,2.5,-24.29,2.6,3.47,0.042,0.0,0.04,0.0,0.82,0.86,5580.0,0.643315,19.3784,48.2943,-33.2,10.9286,4.0,0.0,0.609,1.443,-2.36,-0.16,-0.94,0.28,0.29,0.0,0.0,1.0
1830,2.3,1.33,0.97,1.29,1.31,923.8,2.2,-23.42,2.53,5.91,0.061,0.0,0.06,0.0,0.87,0.86,5580.0,0.643315,19.3784,48.2943,-32.4,7.5186,4.0,0.0,0.609,1.443,-2.31,-0.16,-0.89,0.29,0.29,0.0,0.0,1.0
1831,6.4,1.77,1.16,2.05,1.9,543.9,7.4,-21.73,3.36,29.22,0.176,0.0,0.18,0.0,0.85,0.86,5580.0,0.643315,19.3784,48.2943,-30.0,2.6042,4.0,0.0,0.609,1.443,-2.04,-0.14,-0.15,0.33,0.33,0.0,0.0,1.0
1832,19.52,2.33,1.54,3.6,2.89,682.3,30.1,-23.32,4.43,20.34,0.145,0.0,0.14,0.0,0.98,1.03,5806.0,1.081614,19.3952,48.4436,-31.0,3.7862,2.0,0.0,0.779,1.834,-2.2,-0.12,0.41,0.31,0.26,0.0,0.0,1.0
1833,6.82,3.26,0.2,0.64,1.45,523.8,1.3,-22.9,6.2,44.85,0.246,0.0,0.25,0.0,0.99,1.03,5806.0,1.081614,19.3952,48.4436,-29.9,2.2315,2.0,0.0,0.779,1.834,-2.01,2.63,-0.51,0.23,0.26,0.0,0.0,1.0
1834,5.14,1.67,1.11,1.85,1.76,1068.6,5.7,-24.55,3.17,6.1,0.065,0.0,0.07,0.0,0.89,1.09,5918.0,1.307503,19.2611,39.5947,-33.0,8.9457,3.0,0.0,0.851,1.998,-2.37,-0.15,-0.69,0.29,0.28,0.0,0.0,1.0
1835,4.45,2.84,0.19,0.55,1.25,728.1,0.9,-24.04,5.41,19.31,0.14,0.0,0.14,0.0,0.89,1.09,5918.0,1.307503,19.2611,39.5947,-31.3,4.15,3.0,0.0,0.851,1.998,-2.24,2.49,-0.83,0.22,0.23,0.0,0.0,1.0
1836,3.62,2.67,0.19,0.51,1.16,508.5,0.7,-22.33,5.07,56.63,0.287,0.0,0.29,0.0,0.89,1.09,5918.0,1.307503,19.2611,39.5947,-29.7,2.0241,3.0,0.0,0.851,1.998,-1.98,2.44,-0.73,0.24,0.3,0.0,0.0,1.0
1837,7.31,2.15,0.74,1.58,1.84,576.3,5.4,-22.41,4.09,34.55,0.21,0.02,0.21,28.0,1.08,1.0,5990.0,1.155041,19.831,42.8829,-30.3,2.5386,3.0,0.0,0.796,1.866,-2.1,0.45,-0.24,0.32,0.3,0.0,0.0,1.0
1838,4.13,2.68,0.22,0.58,1.24,459.8,0.9,-21.9,5.09,66.06,0.33,0.01,0.33,72.0,1.08,1.0,5990.0,1.155041,19.831,42.8829,-29.3,1.6151,3.0,0.0,0.796,1.866,-1.87,2.25,-0.61,0.25,0.33,0.0,0.0,1.0
1839,131.95,11.58,0.08,0.98,3.38,369.8,11.2,-24.14,22.15,125.85,0.51,0.0,0.51,45.0,1.08,1.0,5990.0,1.155041,19.831,42.8829,-28.4,1.045,3.0,0.0,0.796,1.866,-1.54,8.53,1.66,0.1,0.26,0.0,0.0,1.0
1840,16.81,2.25,1.47,3.32,2.73,588.6,24.8,-22.6,4.28,14.59,0.11,0.0,0.11,0.0,0.83,0.74,5147.0,0.344802,19.094,42.6816,-30.4,3.5857,2.0,0.0,0.457,1.098,-2.08,-0.12,0.45,0.32,0.29,0.0,0.0,1.0
1841,3.77,2.7,0.19,0.52,1.18,431.2,0.7,-21.64,5.13,36.77,0.205,0.0,0.2,0.0,0.85,0.74,5147.0,0.344802,19.094,42.6816,-29.0,1.9238,2.0,0.0,0.457,1.098,-1.78,2.45,-0.63,0.24,0.36,0.0,0.0,1.0
1842,14.15,2.16,1.4,3.03,2.56,1232.9,19.8,-25.74,4.11,3.55,0.047,0.0,0.05,0.0,1.03,1.02,6002.0,1.211362,19.1944,42.4373,-33.6,11.5851,2.0,0.0,0.815,1.909,-2.4,-0.13,-0.32,0.29,0.25,0.0,0.0,1.0
1843,8.1,1.88,1.22,2.29,2.08,1048.4,9.9,-24.73,3.58,5.7,0.065,0.0,0.07,0.0,1.03,1.02,6002.0,1.211362,19.1944,42.4373,-32.9,8.3701,2.0,0.0,0.815,1.909,-2.37,-0.14,-0.49,0.29,0.27,0.0,0.0,1.0
1844,2.23,1.32,0.97,1.28,1.3,1137.8,2.2,-24.31,2.51,2.58,0.035,0.0,0.04,0.0,0.88,0.83,5299.0,0.487328,19.7177,42.4243,-33.3,12.6635,5.0,0.0,0.539,1.288,-2.34,-0.16,-0.98,0.28,0.29,0.0,0.0,1.0
1845,3.22,1.47,1.02,1.5,1.48,1003.4,3.3,-23.99,2.79,3.72,0.045,0.0,0.04,0.0,0.88,0.83,5299.0,0.487328,19.7177,42.4243,-32.7,9.8414,5.0,0.0,0.539,1.288,-2.32,-0.16,-0.82,0.29,0.29,0.0,0.0,1.0
1846,16.11,2.23,1.45,3.24,2.69,816.3,23.4,-24.0,4.24,7.06,0.068,0.0,0.07,0.0,0.88,0.83,5299.0,0.487328,19.7177,42.4243,-31.8,6.5082,5.0,0.0,0.539,1.288,-2.26,-0.12,0.09,0.31,0.26,0.0,0.0,1.0
1847,3.62,2.67,0.19,0.51,1.16,683.5,0.7,-23.62,5.07,11.98,0.097,0.0,0.1,0.0,0.88,0.83,5299.0,0.487328,19.7177,42.4243,-31.0,4.5612,5.0,0.0,0.539,1.288,-2.18,2.44,-0.87,0.23,0.25,0.0,0.0,1.0
1848,20.36,2.35,1.57,3.68,2.94,566.9,31.9,-22.53,4.47,20.83,0.141,0.0,0.14,0.0,0.88,0.83,5299.0,0.487328,19.7177,42.4243,-30.2,3.1374,5.0,0.0,0.539,1.288,-2.06,-0.12,0.66,0.32,0.29,0.0,0.0,1.0
1849,5.66,3.07,0.2,0.6,1.36,660.8,1.1,-23.78,5.83,19.25,0.144,0.0,0.14,0.0,1.01,0.96,5804.0,0.9383,19.0905,42.4065,-30.9,3.5533,2.0,0.0,0.726,1.709,-2.18,2.56,-0.71,0.23,0.23,0.0,0.0,1.0
1850,11.18,3.83,0.2,0.76,1.71,468.9,2.2,-22.77,7.28,54.16,0.286,0.0,0.29,0.0,1.01,0.96,5804.0,0.9383,19.0905,42.4065,-29.4,1.7889,2.0,0.0,0.726,1.709,-1.89,2.87,-0.2,0.23,0.28,0.0,0.0,1.0
1851,6.4,1.77,1.16,2.05,1.9,1178.1,7.4,-25.1,3.36,3.7,0.048,0.0,0.05,0.0,1.08,0.98,5913.0,1.053352,19.1595,46.0593,-33.4,10.8968,2.0,0.0,0.764,1.794,-2.39,-0.14,-0.66,0.29,0.27,0.0,0.0,1.0
1852,3.82,2.71,0.19,0.52,1.19,968.6,0.7,-25.18,5.15,6.63,0.071,0.0,0.07,0.0,1.09,0.98,5913.0,1.053352,19.1595,46.0593,-32.6,7.3608,2.0,0.0,0.764,1.794,-2.35,2.45,-0.99,0.22,0.23,0.0,0.0,1.0
1853,1.7,1.22,0.93,1.14,1.18,744.9,1.6,-22.29,2.32,12.65,0.099,0.0,0.1,0.0,0.81,0.9,5603.0,0.716238,19.0231,45.3678,-31.4,4.8461,3.0,0.0,0.642,1.519,-2.24,-0.17,-0.89,0.29,0.31,0.0,0.0,1.0
1854,1.45,1.16,0.92,1.07,1.11,622.0,1.3,-21.4,2.21,21.53,0.142,0.0,0.14,0.0,0.82,0.9,5603.0,0.716238,19.0231,45.3678,-30.6,3.3781,3.0,0.0,0.642,1.519,-2.14,-0.17,-0.87,0.3,0.33,0.0,0.0,1.0
1855,2.44,1.36,0.98,1.33,1.34,534.9,2.4,-21.07,2.58,33.88,0.192,0.0,0.19,0.0,0.82,0.9,5603.0,0.716238,19.0231,45.3678,-30.0,2.4982,3.0,0.0,0.642,1.519,-2.02,-0.16,-0.61,0.32,0.35,0.0,0.0,1.0
1856,0.71,0.94,0.85,0.8,0.87,709.9,0.6,-21.51,1.79,3.62,0.039,0.0,0.04,0.0,0.6,0.56,4249.0,0.091709,19.1027,49.4373,-31.2,7.6578,5.0,2.0,0.244,0.61,-2.12,-0.18,-1.1,0.29,0.32,0.0,0.0,1.0
1857,13.85,2.15,1.39,2.99,2.54,603.3,19.3,-22.61,4.09,5.84,0.054,0.0,0.05,0.0,0.62,0.56,4249.0,0.091709,19.1027,49.4373,-30.5,5.5287,5.0,2.0,0.244,0.61,-2.04,-0.13,0.27,0.33,0.29,0.0,0.0,1.0
1858,17.55,2.27,1.49,3.39,2.78,401.4,26.2,-20.95,4.32,19.85,0.122,0.0,0.12,0.0,0.62,0.56,4249.0,0.091709,19.1027,49.4373,-28.7,2.4464,5.0,2.0,0.244,0.61,-1.67,-0.12,0.95,0.34,0.42,0.0,0.0,1.0
1859,3.32,1.48,1.03,1.52,1.5,267.4,3.4,-18.25,2.81,34.14,0.149,0.1,0.15,0.0,0.45,0.43,3572.0,0.027,19.1027,49.4373,-27.0,1.5455,5.0,2.0,0.134,0.347,-0.86,-0.16,0.04,0.53,0.85,0.0,1.0,1.0
1860,6.14,1.75,1.15,2.01,1.87,194.0,7.0,-17.22,3.33,63.34,0.283,0.12,0.28,0.0,0.45,0.43,3572.0,0.027,19.1027,49.4373,-25.6,0.8155,5.0,2.0,0.134,0.347,0.4,-0.14,0.86,0.51,0.6,0.0,1.0,1.0
1861,4.57,2.87,0.19,0.56,1.26,510.1,0.9,-22.5,5.45,38.87,0.217,0.0,0.22,0.0,0.9,0.92,5619.0,0.75701,18.8806,48.7776,-29.8,2.2595,2.0,0.0,0.659,1.56,-1.98,2.5,-0.65,0.24,0.29,0.0,0.0,1.0
1862,55.96,6.53,0.2,1.31,2.93,410.0,11.2,-23.34,12.43,74.92,0.336,0.0,0.34,0.0,0.9,0.92,5619.0,0.75701,18.8806,48.7776,-28.8,1.4592,2.0,0.0,0.659,1.56,-1.72,4.22,1.07,0.18,0.26,0.0,0.0,1.0
1863,9.51,1.96,1.26,2.47,2.2,530.1,12.0,-21.84,3.73,10.48,0.08,0.0,0.08,0.0,0.65,0.58,4465.0,0.119959,18.8693,48.8254,-29.9,3.8644,3.0,1.0,0.277,0.686,-1.96,-0.14,0.12,0.34,0.32,0.0,0.0,1.0
1864,8.88,1.93,1.24,2.39,2.15,406.6,11.0,-20.64,3.66,22.93,0.136,0.0,0.14,0.0,0.65,0.58,4465.0,0.119959,18.8693,48.8254,-28.8,2.2729,3.0,1.0,0.277,0.686,-1.69,-0.14,0.33,0.37,0.44,0.0,0.0,1.0
1865,26.81,2.5,1.72,4.3,3.28,271.5,46.1,-19.45,4.75,77.47,0.305,0.0,0.3,0.0,0.65,0.58,4465.0,0.119959,18.8693,48.8254,-27.0,1.0134,3.0,1.0,0.277,0.686,-0.86,-0.11,2.11,0.3,0.68,0.0,1.0,1.0
1866,2.23,1.32,0.97,1.28,1.3,1256.8,2.2,-24.75,2.51,2.93,0.04,0.0,0.04,0.0,0.97,1.03,5617.0,0.947506,18.8805,48.5805,-33.7,13.7556,4.0,0.0,0.738,1.745,-2.38,-0.16,-1.02,0.28,0.29,0.0,0.0,1.0
1867,3.52,2.64,0.19,0.5,1.15,950.0,0.7,-25.04,5.02,6.89,0.07,0.0,0.07,0.0,0.97,1.03,5617.0,0.947506,18.8805,48.5805,-32.5,7.8476,4.0,0.0,0.738,1.745,-2.32,2.43,-1.01,0.22,0.23,0.0,0.0,1.0
1868,7.73,1.86,1.2,2.24,2.04,731.7,9.3,-23.13,3.53,15.05,0.118,0.0,0.12,0.0,0.97,1.03,5617.0,0.947506,18.8805,48.5805,-31.3,4.653,4.0,0.0,0.738,1.745,-2.23,-0.14,-0.27,0.31,0.28,0.0,0.0,1.0
1869,7.92,1.87,1.21,2.26,2.06,535.9,9.6,-21.78,3.56,38.29,0.22,0.0,0.22,0.0,0.97,1.03,5617.0,0.947506,18.8805,48.5805,-30.0,2.4952,4.0,0.0,0.738,1.745,-2.03,-0.14,-0.01,0.33,0.33,0.0,0.0,1.0
1870,5.14,1.67,1.11,1.85,1.76,816.7,5.7,-23.37,3.17,10.45,0.094,0.0,0.09,0.0,0.94,0.9,5986.0,0.933086,19.6859,48.5997,-31.8,5.1041,2.0,0.0,0.716,1.678,-2.29,-0.15,-0.54,0.3,0.28,0.0,0.0,1.0
1871,16.81,2.25,1.47,3.32,2.73,519.9,24.8,-22.06,4.28,40.71,0.232,0.0,0.23,0.0,0.94,0.9,5986.0,0.933086,19.6859,48.5997,-29.8,2.0675,2.0,0.0,0.716,1.678,-2.01,-0.12,0.59,0.32,0.31,0.0,0.0,1.0
1872,2.37,1.34,0.97,1.31,1.33,1282.0,2.3,-24.87,2.55,2.51,0.036,0.0,0.04,0.0,0.91,0.9,5815.0,0.830948,18.9322,49.233,-33.8,13.3531,3.0,0.0,0.683,1.607,-2.4,-0.16,-1.01,0.28,0.29,0.0,0.0,1.0
1873,2.37,1.34,0.97,1.31,1.33,993.0,2.3,-23.76,2.55,5.42,0.06,0.0,0.06,0.0,0.91,0.9,5815.0,0.830948,18.9322,49.233,-32.7,8.0002,3.0,0.0,0.683,1.607,-2.35,-0.16,-0.92,0.28,0.29,0.0,0.0,1.0
