,P. Mass (EU),P. Radius (EU),P. Density (EU),P. Gravity (EU),P. Esc Vel (EU),P. Teq Mean (K),P. Surf Press (EU),P. Mag,P. Appar Size (deg),P. Period (days),P. Sem Major Axis (AU),P. Eccentricity,P. Mean Distance (AU),P. Omega (deg),S. Mass (SU),S. Radius (SU),S. Teff (K),S. Luminosity (SU),S. RA (hrs),S. DEC (deg),S. Mag from Planet,S. Size from Planet (deg),S. No. Planets,S. No. Planets HZ,S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. ESI,S. HabCat,P. Habitable,P. Confirmed
1060,5.63,1.71,1.13,1.93,1.81,568.3,6.3,-21.85,3.25,22.88,0.1517,0.0,0.15,0.0,0.89,0.86,5413.0,0.56969,22.2548,-14.0498,-30.2,3.0215,3.0,0.0,0.579,1.378,-2.07,-0.15,-0.26,0.32,0.32,0.0,0.0,1.0
1061,22.72,2.41,1.62,3.91,3.07,517.5,36.9,-22.19,4.58,20.69,0.1354,0.0,0.14,0.0,0.77,0.73,5055.0,0.312191,22.5962,-14.0277,-29.8,2.8735,2.0,0.0,0.436,1.053,-1.98,-0.12,0.88,0.32,0.31,0.0,0.0,1.0
1062,18.45,2.3,1.52,3.49,2.83,633.0,28.0,-22.96,4.37,11.3,0.0905,0.0,0.09,0.0,0.77,0.73,5055.0,0.312191,22.5962,-14.0277,-30.7,4.2997,2.0,0.0,0.436,1.053,-2.12,-0.12,0.45,0.32,0.27,0.0,0.0,1.0
1063,261.74,9.9,0.27,2.67,5.14,1503.4,70.6,-29.92,18.9,3.0,0.0418,0.0,0.04,0.0,1.08,1.47,5749.0,2.117843,22.5737,-13.7317,-34.5,18.8304,1.0,0.0,1.094,2.58,-2.42,6.2,0.83,0.13,0.09,0.0,0.0,1.0
1064,25.93,2.48,1.7,4.22,3.23,1634.4,44.1,-27.27,4.71,2.57,0.0392,0.0,0.04,0.0,1.21,1.36,6293.0,2.602548,22.645,-13.56,-34.8,18.5701,1.0,0.0,1.173,2.733,-2.45,-0.11,-0.18,0.29,0.23,0.0,0.0,1.0
1065,13.57,2.14,1.38,2.96,2.52,729.0,18.8,-23.42,4.07,6.67,0.0636,0.0,0.06,0.0,0.77,0.73,4880.0,0.271153,22.2909,-12.1875,-31.3,6.1197,2.0,0.0,0.41,0.996,-2.18,-0.13,0.07,0.31,0.27,0.0,0.0,1.0
1066,13.57,2.14,1.38,2.96,2.52,542.6,18.8,-22.13,4.07,16.2,0.1148,0.0,0.11,0.0,0.77,0.73,4880.0,0.271153,22.2909,-12.1875,-30.0,3.3892,2.0,0.0,0.41,0.996,-2.01,-0.13,0.36,0.33,0.31,0.0,0.0,1.0
1067,6.57,3.22,0.2,0.63,1.43,945.0,1.3,-25.45,6.12,20.26,0.1627,0.0,0.16,0.0,1.4,1.63,6771.0,5.010445,22.2284,-12.0664,-32.5,5.3409,1.0,0.0,1.584,3.664,-2.37,2.62,-0.83,0.22,0.21,0.0,0.0,1.0
1068,11.84,2.07,1.33,2.76,2.39,804.3,15.8,-23.78,3.93,6.53,0.0619,0.0,0.06,0.0,0.74,0.73,5312.0,0.380687,22.1609,-11.4287,-31.7,6.2879,1.0,0.0,0.476,1.137,-2.25,-0.13,-0.1,0.31,0.26,0.0,0.0,1.0
1069,4.21,1.58,1.07,1.69,1.63,661.6,4.5,-22.34,3.0,12.65,0.1014,0.0,0.1,0.0,0.87,0.84,5213.0,0.467519,22.2141,-10.9254,-30.9,4.4158,1.0,0.0,0.53,1.271,-2.16,-0.15,-0.5,0.31,0.3,0.0,0.0,1.0
1070,26.43,2.49,1.71,4.26,3.26,1394.5,45.2,-26.58,4.73,5.07,0.0607,0.0,0.06,0.0,1.16,1.71,5958.0,3.305856,22.1018,-10.7115,-34.1,15.0587,1.0,0.0,1.35,3.166,-2.42,-0.11,-0.04,0.29,0.23,0.0,0.0,1.0
1071,579.403626173097,17.4,1.525530303030303,6.3823641588296764,4.238435214211076,695.7,4536.8270898641595,-27.79,33.54,24.39,0.1611,0.0,0.16,0.0,0.94,1.12,5984.0,1.443086,22.2404,-10.6528,-31.1,3.7056,1.0,0.0,0.89,2.087,-2.22,3.728769592476489,4.429553382663848,0.21608879492600425,0.07,0.0,0.0,1.0
1072,4.21,1.58,1.07,1.69,1.63,648.5,4.5,-22.25,3.0,8.05,0.0708,0.0,0.07,0.0,0.73,0.68,4746.0,0.210484,22.268,-10.5673,-30.8,5.1201,1.0,0.0,0.363,0.888,-2.12,-0.15,-0.49,0.31,0.31,0.0,0.0,1.0
1073,19.17,2.32,1.53,3.56,2.87,524.0,29.4,-22.16,4.41,7.07,0.0591,0.0,0.06,0.0,0.55,0.49,4127.0,0.062491,22.384,-10.4886,-29.9,4.4195,1.0,0.0,0.202,0.508,-1.93,-0.12,0.7,0.33,0.31,0.0,0.0,1.0
1074,4.68,2.89,0.19,0.56,1.27,716.9,0.9,-24.0,5.49,13.98,0.1112,0.0,0.11,0.0,0.94,0.93,5622.0,0.77521,22.5651,-10.0849,-31.2,4.4581,1.0,0.0,0.667,1.578,-2.22,2.5,-0.81,0.23,0.23,0.0,0.0,1.0
1075,13.84,2.15,1.39,2.99,2.54,489.9,19.3,-21.7,4.09,6.99,0.0559,0.0,0.06,0.0,0.48,0.43,4006.0,0.042724,22.7816,-9.8816,-29.6,4.1002,1.0,0.0,0.168,0.424,-1.87,-0.13,0.49,0.34,0.34,0.0,0.0,1.0
1076,2.05,1.29,0.96,1.23,1.26,456.7,2.0,-20.28,2.45,5.58,0.0456,0.0,0.05,0.0,0.41,0.4,3497.0,0.021468,22.3081,-9.6124,-29.3,4.6757,4.0,1.0,0.12,0.311,-1.78,-0.16,-0.59,0.35,0.41,0.0,0.0,1.0
1077,3.17,1.46,1.02,1.49,1.47,327.0,3.2,-19.09,2.77,15.19,0.0889,0.0,0.09,0.0,0.41,0.4,3497.0,0.021468,22.3081,-9.6124,-27.8,2.3973,4.0,1.0,0.12,0.311,-1.32,-0.16,-0.16,0.43,0.65,0.0,0.0,1.0
1078,1.84,1.25,0.94,1.18,1.21,409.1,1.7,-19.73,2.38,7.76,0.0568,0.0,0.06,0.0,0.41,0.4,3497.0,0.021468,22.3081,-9.6124,-28.8,3.7513,4.0,1.0,0.12,0.311,-1.66,-0.16,-0.57,0.36,0.47,0.0,0.0,1.0
1079,2.73,1.4,0.99,1.39,1.4,280.1,2.7,-18.32,2.66,24.17,0.1212,0.0,0.12,0.0,0.41,0.4,3497.0,0.021468,22.3081,-9.6124,-27.1,1.7588,4.0,1.0,0.12,0.311,-0.99,-0.16,-0.12,0.5,0.82,0.0,1.0,1.0
1080,24.51,2.45,1.67,4.08,3.16,974.0,40.8,-24.98,4.66,7.5,0.0762,0.0,0.08,0.0,1.05,1.06,5922.0,1.239867,22.335,-9.0561,-32.6,7.4194,1.0,0.0,0.828,1.945,-2.35,-0.11,0.23,0.3,0.24,0.0,0.0,1.0
1081,18.8,2.31,1.53,3.52,2.85,706.4,28.7,-23.45,4.39,19.57,0.1402,0.0,0.14,0.0,0.96,0.98,6060.0,1.162071,22.6613,-8.7145,-31.2,3.7257,1.0,0.0,0.795,1.861,-2.23,-0.12,0.35,0.31,0.26,0.0,0.0,1.0
1082,3.64,2.67,0.19,0.51,1.17,1160.0,0.7,-25.93,5.08,7.81,0.081,0.0,0.08,0.0,1.16,1.56,5995.0,2.820304,22.5897,-7.4699,-33.3,10.2773,2.0,0.0,1.244,2.915,-2.39,2.44,-1.07,0.22,0.23,0.0,0.0,1.0
1083,4.09,2.77,0.19,0.53,1.22,873.4,0.8,-24.77,5.27,18.31,0.1429,0.0,0.14,0.0,1.16,1.56,5995.0,2.820304,22.5897,-7.4699,-32.1,5.8202,2.0,0.0,1.244,2.915,-2.32,2.47,-0.93,0.22,0.23,0.0,0.0,1.0
1084,550.17,11.1,0.4,4.47,7.04,715.6,221.3,-26.93,21.22,23.97,0.1638,0.0,0.16,0.0,1.02,1.28,5806.0,1.67039,22.4737,-6.0867,-31.2,4.1653,1.0,0.0,0.968,2.28,-2.23,7.21,3.36,0.11,0.1,0.0,0.0,1.0
1085,25.45,2.47,1.69,4.17,3.21,771.8,43.0,-23.98,4.7,8.2,0.076,0.0,0.08,0.0,0.87,0.83,5297.0,0.486593,3.6819,12.5726,-31.6,5.8225,1.0,0.0,0.538,1.287,-2.23,-0.11,0.5,0.3,0.25,0.0,0.0,1.0
1086,2.87,1.42,1.0,1.42,1.42,1308.4,2.9,-25.08,2.7,2.29,0.0328,0.0,0.03,0.0,0.9,0.88,5729.0,0.748463,3.815,13.4835,-33.9,14.3351,1.0,0.0,0.651,1.536,-2.4,-0.16,-0.97,0.28,0.28,0.0,0.0,1.0
1087,9.98,3.69,0.2,0.73,1.64,941.0,2.0,-25.72,7.02,11.0,0.0987,0.0,0.1,0.0,1.06,1.28,5926.0,1.812827,3.6837,13.5194,-32.4,6.9154,1.0,0.0,1.001,2.351,-2.34,2.81,-0.69,0.21,0.19,0.0,0.0,1.0
1088,10.51,2.01,1.29,2.6,2.29,609.0,13.6,-22.5,3.82,19.09,0.135,0.0,0.14,0.0,0.9,0.87,5441.0,0.595173,3.9358,13.5593,-30.5,3.4349,2.0,0.0,0.59,1.405,-2.12,-0.13,0.06,0.32,0.29,0.0,0.0,1.0
1089,3.24,1.47,1.02,1.5,1.49,916.6,3.3,-23.6,2.79,5.61,0.0596,0.0,0.06,0.0,0.9,0.87,5441.0,0.595173,3.9358,13.5593,-32.3,7.7851,2.0,0.0,0.59,1.405,-2.3,-0.16,-0.78,0.29,0.29,0.0,0.0,1.0
1090,7.13,1.82,1.18,2.15,1.98,658.9,8.4,-22.63,3.46,6.1,0.0579,0.0,0.06,0.0,0.7,0.63,4530.0,0.149956,3.8324,14.5022,-30.9,5.801,1.0,0.0,0.309,0.763,-2.11,-0.14,-0.24,0.32,0.29,0.0,0.0,1.0
1091,3.34,2.6,0.19,0.49,1.13,313.6,0.6,-20.16,4.94,7.2,0.0392,0.0,0.04,0.0,0.15,0.17,3415.0,0.003527,3.901,15.1372,-27.6,2.3113,1.0,0.0,0.049,0.127,-1.24,2.42,-0.49,0.27,0.58,0.0,0.0,1.0
1092,1.81,1.24,0.94,1.17,1.21,643.6,1.7,-21.69,2.36,2.75,0.0301,0.0,0.03,0.0,0.48,0.42,3910.0,0.036991,3.9934,15.5589,-30.8,7.4314,2.0,0.0,0.156,0.397,-2.05,-0.16,-0.81,0.31,0.32,0.0,0.0,1.0
1093,3.35,1.48,1.03,1.52,1.5,418.4,3.4,-20.2,2.82,10.0,0.0713,0.0,0.07,0.0,0.48,0.42,3910.0,0.036991,3.9934,15.5589,-28.9,3.1391,2.0,0.0,0.156,0.397,-1.71,-0.16,-0.31,0.36,0.45,0.0,0.0,1.0
1094,22.72,2.41,1.62,3.91,3.07,932.0,36.9,-24.75,4.58,6.42,0.0665,0.0,0.07,0.0,0.95,0.93,5652.0,0.791889,3.7206,16.6345,-32.4,7.4581,2.0,0.0,0.673,1.591,-2.32,-0.12,0.22,0.3,0.24,0.0,0.0,1.0
1095,10.94,2.03,1.31,2.65,2.32,571.6,14.3,-22.24,3.86,27.86,0.1768,0.0,0.18,0.0,0.95,0.93,5652.0,0.791889,3.7206,16.6345,-30.3,2.8035,2.0,0.0,0.673,1.591,-2.08,-0.13,0.15,0.32,0.3,0.0,0.0,1.0
1096,0.9,1.01,0.87,0.88,0.94,1195.8,0.8,-23.94,1.92,0.68,0.0126,0.0,0.01,0.0,0.57,0.51,4268.0,0.077433,3.9643,18.4653,-33.5,21.6477,1.0,0.0,0.224,0.56,-2.26,-0.17,-1.2,0.28,0.3,0.0,0.0,1.0
1097,9.51,1.96,1.26,2.47,2.2,759.4,12.0,-23.41,3.73,8.78,0.077,0.0,0.08,0.0,0.79,0.76,5482.0,0.468029,3.4369,18.6356,-31.5,5.2618,1.0,0.0,0.522,1.241,-2.24,-0.14,-0.18,0.31,0.27,0.0,0.0,1.0
1098,19.36,4.6,0.2,0.91,2.05,776.7,3.9,-25.37,8.75,9.73,0.0876,0.0,0.09,0.0,0.95,0.93,5406.0,0.662766,4.4157,18.8274,-31.6,5.66,1.0,0.0,0.624,1.487,-2.24,3.23,-0.31,0.2,0.17,0.0,0.0,1.0
1099,1.74,1.23,0.94,1.15,1.19,428.1,1.6,-19.89,2.34,4.61,0.0345,0.0,0.03,0.0,0.26,0.26,3537.0,0.009492,3.6501,19.1202,-29.0,4.017,1.0,0.0,0.08,0.206,-1.71,-0.16,-0.62,0.35,0.45,0.0,0.0,1.0
1100,0.18,0.61,0.78,0.48,0.54,761.4,0.1,-20.89,1.17,1.1,0.0146,0.0,0.01,0.0,0.35,0.32,3691.0,0.017052,3.8044,20.4596,-31.5,11.6846,1.0,0.0,0.107,0.274,-2.1,-0.19,-1.35,0.29,0.29,0.0,0.0,1.0
1101,11.16,2.04,1.31,2.68,2.34,419.5,14.7,-20.91,3.88,13.73,0.0926,0.0,0.09,0.0,0.56,0.49,4136.0,0.063038,3.9435,22.4726,-28.9,2.8203,2.0,0.0,0.203,0.51,-1.72,-0.13,0.48,0.36,0.41,0.0,0.0,1.0
1102,0.93,1.02,0.87,0.89,0.95,704.9,0.8,-21.66,1.94,2.9,0.0328,0.0,0.03,0.0,0.56,0.49,4136.0,0.063038,3.9435,22.4726,-31.2,7.9677,2.0,0.0,0.203,0.51,-2.11,-0.17,-1.04,0.3,0.32,0.0,0.0,1.0
1103,1.19,1.1,0.9,0.99,1.04,659.9,1.1,-21.53,2.09,1.42,0.0164,0.0,0.02,0.0,0.29,0.28,3622.0,0.012106,4.2145,24.2051,-30.9,9.1082,1.0,0.0,0.09,0.232,-2.04,-0.17,-0.95,0.31,0.32,0.0,0.0,1.0
1104,3.17,2.56,0.19,0.48,1.11,2524.1,0.6,-29.23,4.87,0.7,0.0157,0.0,0.02,0.0,1.04,1.38,6098.0,2.362641,4.0047,25.48,-36.7,48.3871,1.0,0.0,1.131,2.645,-2.47,2.41,-1.3,0.21,0.23,0.0,0.0,1.0
1105,530.96,3.7,10.52,38.87,11.99,389.7,5583.8,-21.92,7.03,10.13,0.0653,0.16,0.06,283.0,0.43,0.44,3410.0,0.023486,8.6242,18.9767,-28.6,3.6383,1.0,0.0,0.125,0.327,-1.59,0.27,9.96,0.09,0.36,0.0,0.0,1.0
1106,349.73,14.67,0.11,1.62,4.88,1013.7,38.7,-29.06,28.16,8.41,0.085,0.0,0.08,0.0,1.16,4.2,5481.50649867374,1.810639,8.5175,10.8476,-32.8,26.5714,1.0,0.0,0.9733436334576451,2.323896377197656,-2.35,10.6,1.23,0.08,0.07,0.0,0.0,1.0
1107,308.4,14.45,0.1,1.48,4.62,1163.6,31.5,-29.68,27.73,18.25,0.159,0.19,0.16,0.0,1.6,3.1,5990.0,11.099939,13.9183,-5.4425,-33.4,10.5981,1.0,0.0,2.468,5.785,-2.39,10.45,0.87,0.09,0.06,0.0,0.0,1.0
1108,29.89,3.58,0.65,2.33,2.89,824.3,19.4,-25.08,6.81,8.27,0.0803,0.0,0.08,0.0,1.01,0.95,5434.0,0.706018,8.3614,13.4975,-31.9,6.3109,1.0,0.0,0.643,1.531,-2.27,1.27,0.21,0.28,0.2,0.0,0.0,1.0
1109,8.36,1.52,2.37,3.6,2.34,2168.5,19.8,-27.44,2.89,0.57,0.0116,0.0,0.01,0.0,0.93,0.83,5814.0,0.70623,0.872,10.7947,-36.1,38.8723,2.0,0.0,0.629,1.481,-2.45,-0.81,-0.76,0.27,0.28,0.0,0.0,1.0
1110,5.72,2.46,0.38,0.94,1.52,719.3,2.2,-23.72,4.68,13.34,0.105,0.18,0.1,178.0,0.93,0.83,5814.0,0.70623,0.872,10.7947,-31.3,4.2835,2.0,0.0,0.629,1.481,-2.23,1.34,-0.64,0.27,0.25,0.0,0.0,1.0
1111,59.45,5.28,0.41,2.14,3.36,1331.1,24.1,-28.06,10.04,4.73,0.0573,0.18,0.06,0.0,1.12,1.75,5474.0,2.467091,8.2256,16.4197,-34.0,16.6041,1.0,0.0,1.2,2.852,-2.38,2.68,0.04,0.22,0.15,0.0,0.0,1.0
1112,16.69,2.59,0.96,2.49,2.54,583.5,16.0,-22.87,4.92,13.86,0.1021,0.08,0.1,90.0,0.74,0.71,5010.0,0.287356,13.8233,-12.2845,-30.4,3.7339,1.0,0.0,0.42,1.014,-2.07,0.4,0.3,0.32,0.27,0.0,0.0,1.0
1113,0.83,0.99,0.86,0.85,0.92,606.0,0.7,-20.94,1.87,7.98,0.0706,0.1,0.07,12.0,0.74,0.66,4499.0,0.160119,4.4942,22.8828,-30.5,5.0054,3.0,0.0,0.32,0.791,-2.06,-0.17,-1.01,0.3,0.34,0.0,0.0,1.0
1114,5.22,2.99,0.2,0.58,1.32,467.8,1.0,-22.24,5.69,17.31,0.1184,0.13,0.12,24.0,0.74,0.66,4499.0,0.160119,4.4942,22.8828,-29.4,2.9961,3.0,0.0,0.32,0.791,-1.86,2.54,-0.55,0.24,0.31,0.0,0.0,1.0
1115,579.403626173097,16.24,1.525530303030303,6.3823641588296764,4.238435214211076,410.7,4536.8270898641595,-25.37,31.25,25.58,0.1536,0.14,0.15,2.0,0.74,0.66,4499.0,0.160119,4.4942,22.8828,-28.8,2.3124,3.0,0.0,0.32,0.791,-1.71,3.728769592476489,4.429553382663848,0.21608879492600425,0.18,0.0,0.0,1.0
1116,222.56,0.88,321.3,284.28,15.86,1344.1,71507.4,-24.16,1.68,0.18,0.0058,0.0,0.01,0.0,0.46,0.44,3492.0,0.026063,12.458,-6.1952,-34.0,41.514,1.0,0.0,0.132,0.343,-2.2,-2.48,6.63,0.12,0.29,0.0,0.0,1.0
1117,4.09,1.57,1.06,1.66,1.62,1196.1,4.3,-24.9,2.98,2.35,0.0338,0.0,0.03,0.0,0.93,0.86,5378.0,0.555098,23.2633,-10.8497,-33.5,13.5912,5.0,0.0,0.572,1.365,-2.36,-0.15,-0.83,0.29,0.28,0.0,0.0,1.0
1118,3.02,2.52,0.19,0.48,1.09,1042.0,0.6,-25.34,4.79,3.56,0.0445,0.0,0.04,0.0,0.93,0.86,5378.0,0.555098,23.2633,-10.8497,-32.9,10.3037,5.0,0.0,0.572,1.365,-2.33,2.4,-1.07,0.22,0.23,0.0,0.0,1.0
1119,3.57,2.65,0.19,0.51,1.16,906.6,0.7,-24.84,5.05,5.4,0.0588,0.0,0.06,0.0,0.93,0.86,5378.0,0.555098,23.2633,-10.8497,-32.3,7.7964,5.0,0.0,0.572,1.365,-2.3,2.44,-0.99,0.22,0.23,0.0,0.0,1.0
1120,7.04,3.29,0.2,0.65,1.46,787.0,1.4,-24.7,6.26,8.26,0.0781,0.0,0.08,0.0,0.93,0.86,5378.0,0.555098,23.2633,-10.8497,-31.7,5.873,5.0,0.0,0.572,1.365,-2.25,2.64,-0.72,0.22,0.21,0.0,0.0,1.0
1121,4.29,2.81,0.19,0.54,1.24,680.9,0.8,-23.72,5.34,12.76,0.1043,0.0,0.1,0.0,0.93,0.86,5378.0,0.555098,23.2633,-10.8497,-31.0,4.3952,5.0,0.0,0.572,1.365,-2.18,2.48,-0.81,0.23,0.24,0.0,0.0,1.0
1122,121.14,9.09,0.16,1.46,3.65,508.0,19.5,-25.0,17.35,28.38,0.1811,0.0,0.18,0.0,0.92,0.86,5287.0,0.51847,19.2711,-17.9106,-29.7,2.5309,1.0,0.0,0.556,1.329,-1.97,6.07,1.4,0.13,0.16,0.0,0.0,1.0
1123,5.09,1.51,1.47,2.23,1.83,1936.2,7.5,-26.93,2.87,0.28,0.0075,0.0,0.01,90.0,0.71,0.68,4599.0,0.186139,23.3944,-1.1892,-35.6,50.1739,2.0,0.0,0.344,0.846,-2.34,-0.46,-0.92,0.28,0.28,0.0,0.0,1.0
1124,7.31,6.94,0.02,0.15,1.03,640.4,0.2,-25.42,13.23,7.75,0.0683,0.0,0.07,90.0,0.71,0.68,4599.0,0.186139,23.3944,-1.1892,-30.8,5.3165,2.0,0.0,0.344,0.846,-2.1,9.4,-0.95,0.09,0.14,0.0,0.0,1.0
1125,7.92,1.8,1.35,2.43,2.1,1006.8,10.7,-24.46,3.43,2.17,0.028,0.0,0.03,0.0,0.7,0.72,4503.0,0.191233,0.7653,6.3469,-32.7,13.7364,1.0,0.0,0.35,0.864,-2.25,-0.26,-0.45,0.3,0.27,0.0,0.0,1.0
1126,4451.16,13.44,1.83,24.64,18.2,102.2,8161.1,-18.86,25.76,721.5746168324818,55.0,0.0,55.0,0.0,2.8,2.29,11361.0,78.383925,23.6736,44.3339,-22.7,0.0222,1.0,0.0,6.139,14.148,11.2,15.85,33.07,0.03,0.09,0.0,0.0,1.0
1127,508.7,11.0,0.38,4.2,6.8,302.6,194.3,-23.21,21.03,1251.0,2.6,0.19,2.55,34.0,1.51,5.0,4960.0,13.575524,15.8539,35.6575,-27.5,1.0439,1.0,0.0,2.891,7.002,-1.14,7.11,5.78,0.1,0.4,0.0,0.0,1.0
1128,4.8,1.64,1.09,1.79,1.71,205.1,5.2,-17.37,3.11,48.62,0.168,0.21,0.16,80.4,0.28,0.29,3550.0,0.011984,5.1947,-45.0183,-25.8,0.9409,2.0,1.0,0.089,0.232,0.12,-0.15,0.57,0.63,0.67,0.0,1.0,0.0
1129,7.0,1.81,1.18,2.13,1.97,150.6,8.2,-16.25,3.44,121.54,0.311,0.23,0.3,0.0,0.28,0.29,3550.0,0.011984,5.1947,-45.0183,-24.5,0.5106,2.0,1.0,0.089,0.232,2.15,-0.14,1.34,0.28,0.41,0.0,0.0,0.0
1130,8705.2,12.5,4.46,55.72,26.39,2216.3,38807.0,-32.12,23.93,1.22,0.0247,0.01,0.02,61.0,1.33,1.47,6516.0,3.49977,0.0239,39.3836,-36.2,32.133,1.0,0.0,1.343,3.116,-2.49,22.02,9.11,0.04,0.07,0.0,0.0,1.0
1131,472.46,14.63,0.15,2.21,5.68,1565.7,71.3,-31.0,28.08,4.11,0.055,0.18,0.05,160.0,1.31,1.84,6148.0,4.349152,6.1775,30.9572,-34.7,18.2449,1.0,0.0,1.53,3.574,-2.44,10.49,1.03,0.08,0.06,1.0,0.0,1.0
1132,450.84,14.93,0.14,2.02,5.5,1667.7,61.1,-31.27,28.67,2.7,0.0412,0.0,0.04,0.0,1.28,1.48,6304.0,3.112083,9.9094,40.3881,-34.9,19.2742,1.0,0.0,1.282,2.986,-2.46,10.78,0.87,0.08,0.06,0.0,0.0,1.0
1133,281.06,19.11,0.04,0.77,3.84,1670.5,11.3,-31.82,36.95,2.99,0.0432,0.03,0.04,300.0,1.2,1.61,6207.0,3.451982,10.4708,25.5732,-34.9,19.9662,1.0,0.0,1.358,3.169,-2.45,14.97,0.08,0.06,0.05,0.0,0.0,1.0
1134,140.53,13.22,0.06,0.8,3.26,1209.0,8.6,-29.6,25.32,7.85,0.08,0.03,0.08,308.0,1.13,1.53,6272.0,3.245854,13.0656,30.64,-33.5,10.2031,2.0,1.0,1.312,3.057,-2.41,10.12,0.08,0.09,0.07,0.0,0.0,1.0
1135,1179.56,11.64,0.75,8.7,10.07,220.6,881.9,-21.96,22.26,1276.0,2.39,0.21,2.34,268.7,1.13,1.53,6272.0,3.245854,13.0656,30.64,-26.2,0.3487,2.0,1.0,1.312,3.057,0.25,8.41,11.28,0.07,0.39,0.0,0.0,1.0
1136,410.14,17.17,0.08,1.39,4.89,1874.9,33.2,-32.09,33.09,2.73,0.0442,0.0,0.04,0.0,1.53,1.73,6789.0,5.717536,5.2197,33.3181,-35.4,21.024,1.0,0.0,1.691,3.91,-2.48,12.89,0.45,0.07,0.05,0.0,0.0,1.0
1137,277.88,20.83,0.03,0.64,3.65,1533.4,8.5,-31.63,40.42,3.24,0.0457,0.04,0.05,85.0,1.21,1.67,5754.0,2.742851,18.8869,24.1275,-34.6,19.5769,1.0,0.0,1.245,2.934,-2.42,16.64,0.07,0.06,0.05,0.0,0.0,1.0
1138,215.88,15.67,0.06,0.88,3.71,1258.6,12.1,-30.15,30.12,4.17,0.0525,0.0,0.05,0.0,1.11,1.21,5948.0,1.641445,18.9697,-47.0033,-33.7,12.2959,1.0,0.0,0.952,2.232,-2.4,11.96,0.29,0.08,0.06,0.0,0.0,1.0
1139,62.0,15.34,0.02,0.26,2.01,1564.6,1.1,-31.05,29.48,4.74,0.0623,0.0,0.06,0.0,1.44,2.72,5370.0,5.519818,10.7806,-9.3992,-34.7,23.4337,1.0,0.0,1.805,4.306,-2.39,14.3,-0.75,0.06,0.06,0.0,0.0,1.0
1140,292.5,16.16,0.07,1.12,4.25,1499.8,20.3,-30.98,31.09,3.33,0.0461,0.0,0.05,0.0,1.18,1.48,6003.0,2.555485,7.8278,-52.1206,-34.5,17.1734,1.0,0.0,1.183,2.773,-2.43,12.12,0.39,0.07,0.06,0.0,0.0,1.0
1141,874.34,15.85,0.22,3.48,7.43,2242.9,192.1,-32.69,30.47,0.97,0.0204,0.0,0.02,0.0,1.21,1.36,6236.0,2.509528,20.9512,31.661,-36.2,36.0499,1.0,0.0,1.156,2.696,-2.48,12.03,1.3,0.07,0.06,0.0,0.0,1.0
1142,416.5,17.08,0.08,1.43,4.94,1908.0,34.8,-32.15,32.91,3.08,0.0488,0.0,0.05,0.0,1.64,1.65,7454.0,7.49513,8.3744,13.7353,-35.5,18.0348,1.0,0.0,1.898,4.375,-2.49,12.8,0.46,0.07,0.05,0.0,0.0,1.0
1143,375.17,17.58,0.07,1.21,4.62,1904.5,25.9,-32.21,33.91,2.87,0.0455,0.0,0.05,0.0,1.52,1.91,6670.0,6.464722,14.435,59.4442,-35.5,22.4915,1.0,0.0,1.809,4.19,-2.48,13.31,0.32,0.07,0.05,0.0,0.0,1.0
1144,1294.02,21.39,0.13,2.83,7.78,1772.9,171.1,-32.32,41.56,4.61,0.0637,0.0,0.06,0.0,1.62,1.83,7500.0,9.506861,7.4342,7.6158,-35.2,15.3635,1.0,0.0,2.138,4.927,-2.49,18.24,1.84,0.05,0.04,0.0,0.0,1.0
1145,1118.51,19.43,0.15,2.96,7.59,2125.2,170.5,-32.9,37.6,3.47,0.0542,0.0,0.05,0.0,2.0,1.56,8981.0,14.223105,19.6441,31.2192,-36.0,15.3946,1.0,0.0,2.615,6.027,-2.5,15.92,1.45,0.06,0.05,0.0,0.0,1.0
1146,1243.15,17.76,0.22,3.94,8.37,1876.0,275.7,-32.16,34.26,3.61,0.0522,0.0,0.05,0.0,1.46,1.64,7598.0,8.022594,20.32,32.5811,-35.4,16.7695,1.0,0.0,1.964,4.526,-2.49,14.54,2.0,0.06,0.05,0.0,0.0,1.0
1147,26.21,4.0,0.41,1.64,2.56,1474.7,10.8,-27.86,7.6,3.21,0.0456,0.0,0.05,0.0,1.22,1.49,5857.0,2.334601,19.0411,50.1358,-34.4,17.4455,1.0,0.0,1.141,2.683,-2.42,1.97,-0.44,0.24,0.18,0.0,0.0,1.0
1148,672.13,16.03,0.16,2.62,6.48,1652.1,109.7,-31.38,30.83,3.55,0.0506,0.0,0.05,0.0,1.37,1.79,6297.0,4.535083,19.9606,44.035,-34.9,18.9552,1.0,0.0,1.549,3.607,-2.46,11.93,1.35,0.08,0.06,0.0,0.0,1.0
1149,212.7,14.82,0.07,0.97,3.79,1374.1,13.9,-30.41,28.45,3.23,0.0457,0.0,0.05,0.0,1.21,1.39,5647.0,1.765287,19.7892,48.24,-34.1,16.2861,1.0,0.0,1.005,2.376,-2.4,11.14,0.25,0.08,0.06,0.0,0.0,1.0
1150,137.67,18.08,0.02,0.42,2.76,1486.8,3.2,-31.2,34.89,4.89,0.0625,0.1,0.06,357.1,1.36,2.02,5933.0,4.536177,19.2389,41.0897,-34.4,17.3884,1.0,0.0,1.583,3.716,-2.43,15.14,-0.35,0.06,0.05,0.0,0.0,1.0
